FullDate,DayDate,MonthDate,YearDate,ShowName,TheatreName,ShowType,WeeklyAttendance,CapacityFilled,Gross,GrossPotential,NumPerformances
1/2/00,2,1,2000,Amadeus,Music Box,Play,"5,527",70%,"285,367",61%,8
1/2/00,2,1,2000,Annie Get Your Gun,Marquis,Musical,"10,026",79%,"607,597",77%,8
1/2/00,2,1,2000,Beauty And The Beast,Lunt-Fontanne,Musical,"11,101",94%,"737,518",97%,8
1/2/00,2,1,2000,Cabaret 98,Studio 54 ('98),Musical,"7,095",96%,"518,476",92%,8
1/2/00,2,1,2000,Cats,Winter Garden,Musical,"9,338",79%,"514,784",68%,8
1/2/00,2,1,2000,Chicago,Shubert,Musical,"10,395",79%,"656,076",77%,9
1/2/00,2,1,2000,Dame Edna: The Royal Tour,Booth,Play,"5,043",82%,"289,128",82%,8
1/2/00,2,1,2000,Footloose,Richard Rodgers,Musical,"8,474",79%,"476,210",70%,8
1/2/00,2,1,2000,Fosse,Broadhurst,Musical,"8,573",94%,"632,067",91%,8
1/2/00,2,1,2000,It Ain'T Nothin' But The Blues,Ambassador,Musical,"3,119",41%,"148,441",32%,7
1/2/00,2,1,2000,Jackie Mason: Much Ado About Everything,Golden,Play,"3,207",92%,"172,011",90%,6
1/2/00,2,1,2000,James Joyce'S The Dead,Belasco,Musical,"5,437",68%,"276,001",61%,0
1/2/00,2,1,2000,Jekyll & Hyde,Plymouth,Musical,"6,751",79%,"411,063",65%,8
1/2/00,2,1,2000,Kat And The Kings,Cort,Musical,"5,467",63%,"211,530",41%,8
1/2/00,2,1,2000,"Kiss Me, Kate",Martin Beck,Musical,"11,199",98%,"766,825",99%,8
1/2/00,2,1,2000,Les Miserables,Imperial,Musical,"9,815",87%,"626,638",77%,8
1/2/00,2,1,2000,Marie Christine,Vivian Beaumont,Musical,"5,965",80%,"301,076",58%,7
1/2/00,2,1,2000,Minnelli On Minnelli,Palace,Special,"7,344",70%,"630,503",67%,6
1/2/00,2,1,2000,Miss Saigon,Broadway,Musical,"9,112",65%,"492,770",56%,8
1/2/00,2,1,2000,"Morning, Noon And Night",Vivian Beaumont,Special,944,88%,"35,201",80%,1
1/2/00,2,1,2000,Putting It Together,Ethel Barrymore,Musical,"3,938",51%,"237,815",46%,7
1/2/00,2,1,2000,Ragtime,Ford Center (Livent),Musical,"11,550",80%,"624,188",99%,8
1/2/00,2,1,2000,Rent,Nederlander,Musical,"9,447",100%,"575,779",99%,8
1/2/00,2,1,2000,Saturday Night Fever,Minskoff,Musical,"12,102",90%,"902,194",100%,8
1/2/00,2,1,2000,Smokey Joe'S Cafe,Virginia,Musical,"4,151",43%,"241,431",39%,8
1/2/00,2,1,2000,Swing!,St. James,Musical,"7,453",54%,"397,189",51%,8
1/2/00,2,1,2000,Tango Argentino '99,Gershwin,Musical,"5,353",35%,"243,743",26%,8
1/2/00,2,1,2000,The Lion King,New Amsterdam,Musical,"14,509",101%,"1,073,188",105%,8
1/2/00,2,1,2000,The Phantom Of The Opera,Majestic,Musical,"12,388",96%,"916,885",97%,8
1/2/00,2,1,2000,The Price 99,Royale,Play,"3,144",36%,"146,395",32%,8
1/2/00,2,1,2000,The Rainmaker,Brooks Atkinson,Play,"3,951",79%,"147,501",72%,5
1/2/00,2,1,2000,The Scarlet Pimpernel,Neil Simon,Musical,"6,696",61%,"356,377",53%,8
1/2/00,2,1,2000,Waiting In The Wings,Walter Kerr,Play,"4,800",63%,"305,700",68%,8
1/2/00,2,1,2000,Wrong Mountain,Eugene O'Neill,Play,"1,901",25%,"44,842",11%,0
1/9/00,9,1,2000,Amadeus,Music Box,Play,"5,881",74%,"263,308",56%,8
1/9/00,9,1,2000,Annie Get Your Gun,Marquis,Musical,"8,063",63%,"463,242",59%,8
1/9/00,9,1,2000,Beauty And The Beast,Lunt-Fontanne,Musical,"9,545",81%,"500,210",66%,8
1/9/00,9,1,2000,Cabaret 98,Studio 54 ('98),Musical,"6,771",92%,"452,756",81%,8
1/9/00,9,1,2000,Cats,Winter Garden,Musical,"6,447",54%,"307,890",43%,8
1/9/00,9,1,2000,Chicago,Shubert,Musical,"6,899",59%,"431,218",66%,8
1/9/00,9,1,2000,Dame Edna: The Royal Tour,Booth,Play,"4,176",68%,"238,414",85%,8
1/9/00,9,1,2000,Footloose,Richard Rodgers,Musical,"7,350",68%,"306,476",46%,8
1/9/00,9,1,2000,Fosse,Broadhurst,Musical,"6,861",75%,"488,995",76%,8
1/9/00,9,1,2000,It Ain'T Nothin' But The Blues,Ambassador,Musical,"3,125",36%,"133,046",25%,8
1/9/00,9,1,2000,Jackie Mason: Much Ado About Everything,Golden,Play,"3,202",92%,"167,645",88%,6
1/9/00,9,1,2000,James Joyce'S The Dead,Belasco,Musical,"5,210",65%,"266,863",59%,8
1/9/00,9,1,2000,Jekyll & Hyde,Plymouth,Musical,"6,990",82%,"352,775",64%,8
1/9/00,9,1,2000,"Kiss Me, Kate",Martin Beck,Musical,"9,330",82%,"641,268",83%,8
1/9/00,9,1,2000,Les Miserables,Imperial,Musical,"10,456",92%,"459,070",76%,8
1/9/00,9,1,2000,Marie Christine,Vivian Beaumont,Musical,"6,995",82%,"319,978",54%,8
1/9/00,9,1,2000,Miss Saigon,Broadway,Musical,"9,335",67%,"387,784",62%,8
1/9/00,9,1,2000,"Morning, Noon And Night",Vivian Beaumont,Special,"1,700",80%,"61,588",70%,2
1/9/00,9,1,2000,Putting It Together,Ethel Barrymore,Musical,"5,324",61%,"303,301",54%,8
1/9/00,9,1,2000,Ragtime,Ford Center (Livent),Musical,"11,712",81%,"589,076",94%,8
1/9/00,9,1,2000,Rent,Nederlander,Musical,"9,201",97%,"499,660",95%,8
1/9/00,9,1,2000,Saturday Night Fever,Minskoff,Musical,"11,225",83%,"694,749",77%,8
1/9/00,9,1,2000,Smokey Joe'S Cafe,Virginia,Musical,"5,161",53%,"264,059",43%,8
1/9/00,9,1,2000,Swing!,St. James,Musical,"8,598",63%,"344,465",44%,8
1/9/00,9,1,2000,Tango Argentino '99,Gershwin,Musical,"9,030",58%,"324,315",34%,8
1/9/00,9,1,2000,The Lion King,New Amsterdam,Musical,"14,508",101%,"927,843",101%,8
1/9/00,9,1,2000,The Phantom Of The Opera,Majestic,Musical,"9,785",76%,"614,725",83%,8
1/9/00,9,1,2000,The Price 99,Royale,Play,"4,406",51%,"159,494",51%,8
1/9/00,9,1,2000,The Rainmaker,Brooks Atkinson,Play,"6,353",80%,"249,475",76%,8
1/9/00,9,1,2000,Waiting In The Wings,Walter Kerr,Play,"4,407",58%,"272,115",61%,8
1/9/00,9,1,2000,Wrong Mountain,Eugene O'Neill,Play,"2,727",31%,"65,893",16%,0
1/16/00,16,1,2000,Amadeus,Music Box,Play,"6,422",81%,"289,351",62%,8
1/16/00,16,1,2000,Annie Get Your Gun,Marquis,Musical,"8,637",68%,"507,967",64%,8
1/16/00,16,1,2000,Beauty And The Beast,Lunt-Fontanne,Musical,"10,172",86%,"542,212",71%,8
1/16/00,16,1,2000,Cabaret 98,Studio 54 ('98),Musical,"6,915",94%,"440,265",79%,8
1/16/00,16,1,2000,Cats,Winter Garden,Musical,"7,328",62%,"310,988",43%,8
1/16/00,16,1,2000,Chicago,Shubert,Musical,"8,160",70%,"510,398",79%,8
1/16/00,16,1,2000,Dame Edna: The Royal Tour,Booth,Play,"4,611",75%,"263,583",94%,8
1/16/00,16,1,2000,Footloose,Richard Rodgers,Musical,"9,430",87%,"378,301",57%,8
1/16/00,16,1,2000,Fosse,Broadhurst,Musical,"7,734",85%,"534,714",83%,8
1/16/00,16,1,2000,Jackie Mason: Much Ado About Everything,Golden,Play,"3,457",100%,"169,280",89%,6
1/16/00,16,1,2000,James Joyce'S The Dead,Belasco,Musical,"5,576",70%,"286,756",64%,8
1/16/00,16,1,2000,Jekyll & Hyde,Plymouth,Musical,"7,015",82%,"373,556",68%,8
1/16/00,16,1,2000,"Kiss Me, Kate",Martin Beck,Musical,"9,548",84%,"650,388",84%,8
1/16/00,16,1,2000,Les Miserables,Imperial,Musical,"9,619",85%,"458,927",76%,8
1/16/00,16,1,2000,Miss Saigon,Broadway,Musical,"8,686",62%,"379,091",60%,8
1/16/00,16,1,2000,Putting It Together,Ethel Barrymore,Musical,"5,947",68%,"334,657",60%,8
1/16/00,16,1,2000,Ragtime,Ford Center (Livent),Musical,"12,544",87%,"661,156",105%,8
1/16/00,16,1,2000,Rent,Nederlander,Musical,"8,668",92%,"486,611",92%,8
1/16/00,16,1,2000,Saturday Night Fever,Minskoff,Musical,"11,560",86%,"724,948",80%,8
1/16/00,16,1,2000,Smokey Joe'S Cafe,Virginia,Musical,"6,211",64%,"352,715",58%,8
1/16/00,16,1,2000,Swing!,St. James,Musical,"9,348",68%,"394,888",50%,8
1/16/00,16,1,2000,The Lion King,New Amsterdam,Musical,"14,513",101%,"929,752",101%,8
1/16/00,16,1,2000,The Phantom Of The Opera,Majestic,Musical,"9,817",76%,"548,217",74%,8
1/16/00,16,1,2000,The Price 99,Royale,Play,"5,922",69%,"185,960",60%,8
1/16/00,16,1,2000,The Rainmaker,Brooks Atkinson,Play,"6,769",85%,"260,783",80%,8
1/16/00,16,1,2000,Waiting In The Wings,Walter Kerr,Play,"5,687",75%,"330,665",74%,8
1/16/00,16,1,2000,Wrong Mountain,Eugene O'Neill,Play,"2,333",26%,"61,051",15%,4
1/23/00,23,1,2000,Amadeus,Music Box,Play,"5,694",72%,"242,330",52%,8
1/23/00,23,1,2000,Annie Get Your Gun,Marquis,Musical,"9,157",72%,"499,154",63%,8
1/23/00,23,1,2000,Beauty And The Beast,Lunt-Fontanne,Musical,"8,773",74%,"436,007",57%,8
1/23/00,23,1,2000,Cabaret 98,Studio 54 ('98),Musical,"6,610",90%,"427,242",76%,8
1/23/00,23,1,2000,Cats,Winter Garden,Musical,"5,605",47%,"244,369",34%,8
1/23/00,23,1,2000,Chicago,Shubert,Musical,"8,232",70%,"511,264",79%,8
1/23/00,23,1,2000,Dame Edna: The Royal Tour,Booth,Play,"4,132",68%,"255,988",91%,8
1/23/00,23,1,2000,Footloose,Richard Rodgers,Musical,"8,756",81%,"330,486",49%,8
1/23/00,23,1,2000,Fosse,Broadhurst,Musical,"6,831",75%,"474,345",74%,8
1/23/00,23,1,2000,Jackie Mason: Much Ado About Everything,Golden,Play,"3,293",95%,"166,912",88%,6
1/23/00,23,1,2000,James Joyce'S The Dead,Belasco,Musical,"5,319",67%,"278,292",62%,8
1/23/00,23,1,2000,Jekyll & Hyde,Plymouth,Musical,"5,928",70%,"321,139",58%,8
1/23/00,23,1,2000,"Kiss Me, Kate",Martin Beck,Musical,"8,917",78%,"612,725",79%,8
1/23/00,23,1,2000,Les Miserables,Imperial,Musical,"8,002",71%,"369,924",61%,8
1/23/00,23,1,2000,Miss Saigon,Broadway,Musical,"7,142",51%,"309,633",49%,8
1/23/00,23,1,2000,Putting It Together,Ethel Barrymore,Musical,"5,982",68%,"317,726",57%,8
1/23/00,23,1,2000,Rent,Nederlander,Musical,"7,998",85%,"436,514",83%,8
1/23/00,23,1,2000,Saturday Night Fever,Minskoff,Musical,"9,795",73%,"619,656",69%,8
1/23/00,23,1,2000,Swing!,St. James,Musical,"7,862",57%,"357,520",46%,8
1/23/00,23,1,2000,The Lion King,New Amsterdam,Musical,"14,509",101%,"930,450",101%,8
1/23/00,23,1,2000,The Phantom Of The Opera,Majestic,Musical,"9,896",77%,"523,618",71%,8
1/23/00,23,1,2000,The Price 99,Royale,Play,"5,699",66%,"177,566",57%,8
1/23/00,23,1,2000,The Rainmaker,Brooks Atkinson,Play,"6,213",78%,"232,976",71%,8
1/23/00,23,1,2000,Waiting In The Wings,Walter Kerr,Play,"4,798",63%,"290,326",65%,8
1/23/00,23,1,2000,Wrong Mountain,Eugene O'Neill,Play,"2,253",25%,"65,195",16%,8
1/30/00,30,1,2000,Amadeus,Music Box,Play,"5,213",66%,"223,503",48%,8
1/30/00,30,1,2000,Annie Get Your Gun,Marquis,Musical,"10,004",78%,"506,566",64%,8
1/30/00,30,1,2000,Beauty And The Beast,Lunt-Fontanne,Musical,"8,593",73%,"403,743",53%,8
1/30/00,30,1,2000,Cabaret 98,Studio 54 ('98),Musical,"6,461",88%,"427,209",76%,8
1/30/00,30,1,2000,Cats,Winter Garden,Musical,"5,470",46%,"229,414",32%,8
1/30/00,30,1,2000,Chicago,Shubert,Musical,"8,990",77%,"537,808",83%,8
1/30/00,30,1,2000,Dame Edna: The Royal Tour,Booth,Play,"4,281",70%,"242,337",86%,8
1/30/00,30,1,2000,Footloose,Richard Rodgers,Musical,"8,581",80%,"324,326",49%,8
1/30/00,30,1,2000,Fosse,Broadhurst,Musical,"6,426",70%,"445,935",69%,8
1/30/00,30,1,2000,Jackie Mason: Much Ado About Everything,Golden,Play,"3,162",91%,"161,269",85%,6
1/30/00,30,1,2000,James Joyce'S The Dead,Belasco,Musical,"5,349",67%,"275,615",61%,8
1/30/00,30,1,2000,Jekyll & Hyde,Plymouth,Musical,"6,389",75%,"328,970",60%,8
1/30/00,30,1,2000,"Kiss Me, Kate",Martin Beck,Musical,"9,654",85%,"620,732",81%,8
1/30/00,30,1,2000,Les Miserables,Imperial,Musical,"7,987",70%,"360,060",60%,8
1/30/00,30,1,2000,Miss Saigon,Broadway,Musical,"6,664",48%,"302,842",48%,8
1/30/00,30,1,2000,Putting It Together,Ethel Barrymore,Musical,"5,404",62%,"302,522",54%,8
1/30/00,30,1,2000,Rent,Nederlander,Musical,"7,630",81%,"389,344",74%,8
1/30/00,30,1,2000,Saturday Night Fever,Minskoff,Musical,"10,422",77%,"573,872",64%,8
1/30/00,30,1,2000,Swing!,St. James,Musical,"8,164",60%,"352,163",45%,8
1/30/00,30,1,2000,The Lion King,New Amsterdam,Musical,"14,520",101%,"931,178",101%,8
1/30/00,30,1,2000,The Phantom Of The Opera,Majestic,Musical,"10,804",84%,"552,114",75%,8
1/30/00,30,1,2000,The Price 99,Royale,Play,"5,060",59%,"171,850",55%,8
1/30/00,30,1,2000,Waiting In The Wings,Walter Kerr,Play,"3,931",52%,"231,819",52%,8
1/30/00,30,1,2000,Wrong Mountain,Eugene O'Neill,Play,"2,571",29%,"72,562",18%,8
2/6/00,6,2,2000,Amadeus,Music Box,Play,"4,847",61%,"210,025",45%,8
2/6/00,6,2,2000,Annie Get Your Gun,Marquis,Musical,"9,267",73%,"471,339",60%,8
2/6/00,6,2,2000,Beauty And The Beast,Lunt-Fontanne,Musical,"8,679",74%,"426,611",56%,8
2/6/00,6,2,2000,Cabaret 98,Studio 54 ('98),Musical,"6,439",87%,"423,816",76%,8
2/6/00,6,2,2000,Cats,Winter Garden,Musical,"5,532",47%,"236,115",33%,8
2/6/00,6,2,2000,Chicago,Shubert,Musical,"8,909",76%,"537,371",83%,8
2/6/00,6,2,2000,Dame Edna: The Royal Tour,Booth,Play,"4,163",68%,"220,746",79%,8
2/6/00,6,2,2000,Footloose,Richard Rodgers,Musical,"7,854",73%,"306,914",46%,8
2/6/00,6,2,2000,Fosse,Broadhurst,Musical,"6,167",68%,"418,778",65%,8
2/6/00,6,2,2000,Jackie Mason: Much Ado About Everything,Golden,Play,"3,148",91%,"161,823",85%,6
2/6/00,6,2,2000,James Joyce'S The Dead,Belasco,Musical,"5,631",71%,"288,094",64%,8
2/6/00,6,2,2000,Jekyll & Hyde,Plymouth,Musical,"6,412",75%,"328,173",60%,8
2/6/00,6,2,2000,"Kiss Me, Kate",Martin Beck,Musical,"9,476",83%,"609,090",79%,8
2/6/00,6,2,2000,Les Miserables,Imperial,Musical,"7,756",68%,"354,250",59%,8
2/6/00,6,2,2000,Miss Saigon,Broadway,Musical,"6,203",44%,"265,584",42%,8
2/6/00,6,2,2000,Putting It Together,Ethel Barrymore,Musical,"5,625",64%,"292,941",53%,8
2/6/00,6,2,2000,Rent,Nederlander,Musical,"7,787",82%,"399,676",76%,8
2/6/00,6,2,2000,Saturday Night Fever,Minskoff,Musical,"10,119",75%,"575,868",64%,8
2/6/00,6,2,2000,Swing!,St. James,Musical,"7,864",57%,"356,321",46%,8
2/6/00,6,2,2000,The Lion King,New Amsterdam,Musical,"14,519",101%,"937,552",102%,8
2/6/00,6,2,2000,The Phantom Of The Opera,Majestic,Musical,"10,398",81%,"551,417",75%,8
2/6/00,6,2,2000,The Price 99,Royale,Play,"5,472",63%,"181,639",59%,8
2/6/00,6,2,2000,Waiting In The Wings,Walter Kerr,Play,"4,023",53%,"222,878",50%,8
2/6/00,6,2,2000,Wrong Mountain,Eugene O'Neill,Play,"3,763",43%,"108,741",27%,8
2/13/00,13,2,2000,Amadeus,Music Box,Play,"5,623",71%,"246,998",53%,8
2/13/00,13,2,2000,Annie Get Your Gun,Marquis,Musical,"8,941",70%,"483,060",61%,8
2/13/00,13,2,2000,Beauty And The Beast,Lunt-Fontanne,Musical,"9,911",84%,"512,638",67%,8
2/13/00,13,2,2000,Cabaret 98,Studio 54 ('98),Musical,"6,287",85%,"405,012",72%,8
2/13/00,13,2,2000,Cats,Winter Garden,Musical,"5,869",50%,"275,627",38%,8
2/13/00,13,2,2000,Chicago,Shubert,Musical,"9,725",83%,"598,814",92%,8
2/13/00,13,2,2000,Dame Edna: The Royal Tour,Booth,Play,"4,431",72%,"240,515",86%,8
2/13/00,13,2,2000,Footloose,Richard Rodgers,Musical,"8,316",77%,"344,695",52%,8
2/13/00,13,2,2000,Fosse,Broadhurst,Musical,"6,606",72%,"453,398",71%,8
2/13/00,13,2,2000,Jackie Mason: Much Ado About Everything,Golden,Play,"3,301",95%,"168,507",89%,6
2/13/00,13,2,2000,James Joyce'S The Dead,Belasco,Musical,"6,056",76%,"306,659",68%,8
2/13/00,13,2,2000,Jekyll & Hyde,Plymouth,Musical,"6,575",77%,"359,846",65%,8
2/13/00,13,2,2000,"Kiss Me, Kate",Martin Beck,Musical,"9,191",81%,"611,010",79%,8
2/13/00,13,2,2000,Les Miserables,Imperial,Musical,"8,315",73%,"416,994",69%,8
2/13/00,13,2,2000,Miss Saigon,Broadway,Musical,"7,905",57%,"367,487",58%,8
2/13/00,13,2,2000,Putting It Together,Ethel Barrymore,Musical,"5,166",59%,"273,543",49%,8
2/13/00,13,2,2000,Rent,Nederlander,Musical,"8,146",86%,"449,687",85%,8
2/13/00,13,2,2000,Saturday Night Fever,Minskoff,Musical,"10,419",77%,"631,742",70%,8
2/13/00,13,2,2000,Squonk,Helen Hayes,Musical,"2,323",50%,"64,369",23%,0
2/13/00,13,2,2000,Swing!,St. James,Musical,"8,334",61%,"406,085",52%,8
2/13/00,13,2,2000,The Lion King,New Amsterdam,Musical,"14,523",101%,"938,336",102%,8
2/13/00,13,2,2000,The Phantom Of The Opera,Majestic,Musical,"10,930",85%,"604,790",82%,8
2/13/00,13,2,2000,The Price 99,Royale,Play,"5,945",69%,"195,402",63%,8
2/13/00,13,2,2000,Waiting In The Wings,Walter Kerr,Play,"5,382",71%,"257,482",57%,8
2/20/00,20,2,2000,Amadeus,Music Box,Play,"5,507",69%,"258,861",55%,8
2/20/00,20,2,2000,Annie Get Your Gun,Marquis,Musical,"10,367",81%,"570,005",72%,8
2/20/00,20,2,2000,Beauty And The Beast,Lunt-Fontanne,Musical,"11,091",94%,"574,884",75%,8
2/20/00,20,2,2000,Cabaret 98,Studio 54 ('98),Musical,"6,947",94%,"452,742",81%,8
2/20/00,20,2,2000,Cats,Winter Garden,Musical,"7,226",61%,"338,490",47%,8
2/20/00,20,2,2000,Chicago,Shubert,Musical,"10,895",93%,"668,813",103%,8
2/20/00,20,2,2000,Dame Edna: The Royal Tour,Booth,Play,"5,066",83%,"251,162",90%,8
2/20/00,20,2,2000,Footloose,Richard Rodgers,Musical,"8,046",75%,"393,873",59%,8
2/20/00,20,2,2000,Fosse,Broadhurst,Musical,"7,488",82%,"508,321",79%,8
2/20/00,20,2,2000,Jackie Mason: Much Ado About Everything,Golden,Play,"3,356",97%,"171,650",90%,6
2/20/00,20,2,2000,James Joyce'S The Dead,Belasco,Musical,"6,432",81%,"315,500",70%,8
2/20/00,20,2,2000,Jekyll & Hyde,Plymouth,Musical,"7,274",85%,"409,138",74%,8
2/20/00,20,2,2000,"Kiss Me, Kate",Martin Beck,Musical,"9,709",85%,"649,912",84%,8
2/20/00,20,2,2000,Les Miserables,Imperial,Musical,"9,231",81%,"463,980",77%,8
2/20/00,20,2,2000,Miss Saigon,Broadway,Musical,"9,707",70%,"431,899",69%,8
2/20/00,20,2,2000,Putting It Together,Ethel Barrymore,Musical,"6,196",71%,"331,243",59%,8
2/20/00,20,2,2000,Rent,Nederlander,Musical,"8,935",95%,"496,965",94%,8
2/20/00,20,2,2000,Saturday Night Fever,Minskoff,Musical,"10,945",81%,"675,286",75%,8
2/20/00,20,2,2000,Squonk,Helen Hayes,Musical,"2,067",45%,"69,665",24%,0
2/20/00,20,2,2000,Swing!,St. James,Musical,"9,395",69%,"458,726",59%,8
2/20/00,20,2,2000,The Lion King,New Amsterdam,Musical,"14,527",101%,"935,542",102%,8
2/20/00,20,2,2000,The Phantom Of The Opera,Majestic,Musical,"12,107",94%,"669,310",91%,8
2/20/00,20,2,2000,The Price 99,Royale,Play,"5,890",68%,"197,899",64%,8
2/20/00,20,2,2000,True West,Circle In The Square,Play,"2,207",89%,"98,096",79%,0
2/20/00,20,2,2000,Waiting In The Wings,Eugene O'Neill,Play,"3,860",72%,"208,053",62%,5
2/27/00,27,2,2000,Aida,Palace,Musical,"7,799",91%,"444,124",87%,0
2/27/00,27,2,2000,Amadeus,Music Box,Play,"6,458",81%,"259,088",55%,8
2/27/00,27,2,2000,Annie Get Your Gun,Marquis,Musical,"11,185",88%,"626,106",79%,8
2/27/00,27,2,2000,Beauty And The Beast,Lunt-Fontanne,Musical,"11,132",94%,"564,539",74%,8
2/27/00,27,2,2000,Cabaret 98,Studio 54 ('98),Musical,"6,871",93%,"439,946",78%,8
2/27/00,27,2,2000,Cats,Winter Garden,Musical,"10,416",88%,"495,900",69%,8
2/27/00,27,2,2000,Chicago,Shubert,Musical,"10,442",89%,"641,064",99%,8
2/27/00,27,2,2000,Dame Edna: The Royal Tour,Booth,Play,"5,495",90%,"271,112",97%,8
2/27/00,27,2,2000,Footloose,Richard Rodgers,Musical,"9,170",85%,"398,613",60%,8
2/27/00,27,2,2000,Fosse,Broadhurst,Musical,"7,982",87%,"522,902",81%,8
2/27/00,27,2,2000,Jackie Mason: Much Ado About Everything,Golden,Play,"3,503",101%,"179,110",94%,6
2/27/00,27,2,2000,James Joyce'S The Dead,Belasco,Musical,"6,326",79%,"294,922",65%,8
2/27/00,27,2,2000,Jekyll & Hyde,Plymouth,Musical,"8,222",97%,"448,428",81%,8
2/27/00,27,2,2000,"Kiss Me, Kate",Martin Beck,Musical,"10,082",89%,"680,335",88%,8
2/27/00,27,2,2000,Les Miserables,Imperial,Musical,"10,417",92%,"462,127",76%,8
2/27/00,27,2,2000,Miss Saigon,Broadway,Musical,"10,668",77%,"445,047",71%,8
2/27/00,27,2,2000,Rent,Nederlander,Musical,"9,126",97%,"490,799",93%,8
2/27/00,27,2,2000,Saturday Night Fever,Minskoff,Musical,"11,251",83%,"664,724",74%,8
2/27/00,27,2,2000,Squonk,Helen Hayes,Musical,"2,357",51%,"79,009",28%,0
2/27/00,27,2,2000,Swing!,St. James,Musical,"11,047",81%,"503,744",64%,8
2/27/00,27,2,2000,The Lion King,New Amsterdam,Musical,"14,515",101%,"934,636",102%,8
2/27/00,27,2,2000,The Phantom Of The Opera,Majestic,Musical,"12,538",98%,"718,616",97%,8
2/27/00,27,2,2000,The Price 99,Royale,Play,"6,364",74%,"217,492",70%,8
2/27/00,27,2,2000,True West,Circle In The Square,Play,"3,241",88%,"135,464",73%,0
2/27/00,27,2,2000,Waiting In The Wings,Eugene O'Neill,Play,"4,725",88%,"222,471",67%,5
3/5/00,5,3,2000,Aida,Palace,Musical,"11,092",92%,"591,514",82%,0
3/5/00,5,3,2000,Amadeus,Music Box,Play,"5,332",67%,"221,378",47%,8
3/5/00,5,3,2000,Annie Get Your Gun,Marquis,Musical,"9,055",71%,"495,913",63%,8
3/5/00,5,3,2000,Beauty And The Beast,Lunt-Fontanne,Musical,"9,994",85%,"484,837",64%,8
3/5/00,5,3,2000,Cabaret 98,Studio 54 ('98),Musical,"6,749",92%,"432,534",77%,8
3/5/00,5,3,2000,Cats,Winter Garden,Musical,"8,623",73%,"397,737",55%,8
3/5/00,5,3,2000,Chicago,Shubert,Musical,"7,955",68%,"475,094",73%,8
3/5/00,5,3,2000,Contact,Vivian Beaumont,Musical,"3,994",94%,"261,610",80%,0
3/5/00,5,3,2000,Dame Edna: The Royal Tour,Booth,Play,"4,483",73%,"222,208",79%,8
3/5/00,5,3,2000,Footloose,Richard Rodgers,Musical,"8,497",79%,"340,892",51%,8
3/5/00,5,3,2000,Fosse,Broadhurst,Musical,"7,588",83%,"480,887",75%,8
3/5/00,5,3,2000,Jackie Mason: Much Ado About Everything,Golden,Play,"3,457",100%,"174,119",91%,6
3/5/00,5,3,2000,James Joyce'S The Dead,Belasco,Musical,"5,904",74%,"269,705",60%,8
3/5/00,5,3,2000,Jekyll & Hyde,Plymouth,Musical,"6,077",71%,"336,291",61%,8
3/5/00,5,3,2000,"Kiss Me, Kate",Martin Beck,Musical,"8,639",76%,"595,263",77%,8
3/5/00,5,3,2000,Les Miserables,Imperial,Musical,"9,219",81%,"408,893",68%,8
3/5/00,5,3,2000,Miss Saigon,Broadway,Musical,"7,393",53%,"314,551",50%,8
3/5/00,5,3,2000,Rent,Nederlander,Musical,"7,460",79%,"398,964",75%,8
3/5/00,5,3,2000,Riverdance,Gershwin,Musical,"7,702",100%,"448,171",98%,0
3/5/00,5,3,2000,Saturday Night Fever,Minskoff,Musical,"9,165",68%,"526,081",58%,8
3/5/00,5,3,2000,Squonk,Helen Hayes,Musical,"1,209",26%,"44,330",16%,8
3/5/00,5,3,2000,Swing!,St. James,Musical,"6,853",50%,"343,138",44%,8
3/5/00,5,3,2000,The Lion King,New Amsterdam,Musical,"14,524",101%,"934,933",102%,8
3/5/00,5,3,2000,The Phantom Of The Opera,Majestic,Musical,"10,745",84%,"592,331",80%,8
3/5/00,5,3,2000,The Price 99,Royale,Play,"4,380",51%,"155,119",50%,8
3/5/00,5,3,2000,True West,Circle In The Square,Play,"4,178",84%,"198,009",80%,0
3/5/00,5,3,2000,Waiting In The Wings,Eugene O'Neill,Play,"4,648",54%,"202,098",61%,8
3/12/00,12,3,2000,Aida,Palace,Musical,"12,977",94%,"705,118",86%,0
3/12/00,12,3,2000,Amadeus,Music Box,Play,"5,929",75%,"245,988",52%,8
3/12/00,12,3,2000,Annie Get Your Gun,Marquis,Musical,"10,965",86%,"611,914",77%,8
3/12/00,12,3,2000,Beauty And The Beast,Lunt-Fontanne,Musical,"11,642",99%,"590,934",78%,8
3/12/00,12,3,2000,Cabaret 98,Studio 54 ('98),Musical,"6,956",95%,"454,967",81%,8
3/12/00,12,3,2000,Cats,Winter Garden,Musical,"10,340",87%,"468,280",65%,8
3/12/00,12,3,2000,Chicago,Shubert,Musical,"8,899",76%,"530,348",82%,8
3/12/00,12,3,2000,Contact,Vivian Beaumont,Musical,"7,767",91%,"515,887",79%,0
3/12/00,12,3,2000,Dame Edna: The Royal Tour,Booth,Play,"4,966",81%,"239,321",85%,8
3/12/00,12,3,2000,Footloose,Richard Rodgers,Musical,"8,968",83%,"372,472",56%,8
3/12/00,12,3,2000,Fosse,Broadhurst,Musical,"8,184",90%,"522,924",81%,8
3/12/00,12,3,2000,Jackie Mason: Much Ado About Everything,Golden,Play,"3,242",93%,"167,512",88%,6
3/12/00,12,3,2000,James Joyce'S The Dead,Belasco,Musical,"5,729",72%,"262,424",58%,8
