FullDate,DayDate,MonthDate,YearDate,ShowName,TheatreName,ShowType,WeeklyAttendance,CapacityFilled,Gross,GrossPotential,NumPerformances
5/13/01,13,5,2001,Annie Get Your Gun,Marquis,Musical,"11,571",91%,"785,216",99%,8
5/13/01,13,5,2001,Beauty And The Beast,Lunt-Fontanne,Musical,"10,217",85%,"561,741",73%,8
5/13/01,13,5,2001,Bells Are Ringing,Plymouth,Musical,"5,847",72%,"300,506",49%,8
5/13/01,13,5,2001,Blast!,Broadway,Musical,"6,682",50%,"292,635",32%,8
5/13/01,13,5,2001,Cabaret 98,Studio 54 ('98),Musical,"5,714",78%,"362,716",65%,8
5/13/01,13,5,2001,Chicago,Shubert,Musical,"6,499",56%,"369,173",46%,8
5/13/01,13,5,2001,Contact,Vivian Beaumont,Musical,"7,471",88%,"466,672",71%,8
5/13/01,13,5,2001,Design For Living 01,American Airlines,Play,"4,989",84%,"264,694",76%,8
5/13/01,13,5,2001,Follies,Belasco,Musical,"6,887",87%,"368,753",75%,8
5/13/01,13,5,2001,Fosse,Broadhurst,Musical,"5,751",63%,"322,723",48%,8
5/13/01,13,5,2001,George Gershwin Alone,Helen Hayes,Play,"1,862",39%,"76,746",24%,8
5/13/01,13,5,2001,Jane Eyre,Brooks Atkinson,Musical,"4,606",56%,"195,033",33%,8
5/13/01,13,5,2001,Judgment At Nuremberg,Longacre,Play,"5,030",58%,"176,262",36%,8
5/13/01,13,5,2001,King Hedley Ii,Virginia,Play,"5,576",55%,"217,280",39%,8
5/13/01,13,5,2001,"Kiss Me, Kate",Martin Beck,Musical,"7,860",69%,"467,049",61%,8
5/13/01,13,5,2001,Les Miserables,Imperial,Musical,"8,484",75%,"405,948",67%,8
5/13/01,13,5,2001,One Flew Over The Cuckoo'S Nest,Royale,Play,"5,928",71%,"351,215",69%,8
5/13/01,13,5,2001,Proof,Walter Kerr,Play,"6,163",83%,"322,725",76%,8
5/13/01,13,5,2001,Rent,Nederlander,Musical,"6,616",70%,"322,969",61%,8
5/13/01,13,5,2001,Riverdance,Gershwin,Musical,"10,558",68%,"450,975",46%,8
5/13/01,13,5,2001,Seussical,Richard Rodgers,Musical,"5,494",50%,"280,924",37%,8
5/13/01,13,5,2001,Stones In His Pockets,Golden,Play,"4,175",65%,"223,541",62%,8
5/13/01,13,5,2001,The Adventures Of Tom Sawyer,Minskoff,Musical,"8,042",59%,"280,013",36%,8
5/13/01,13,5,2001,The Dinner Party,Music Box,Play,"5,236",64%,"271,213",63%,8
5/13/01,13,5,2001,The Full Monty,Eugene O'Neill,Musical,"8,208",94%,"516,685",82%,8
5/13/01,13,5,2001,The Gathering,Cort,Play,"1,717",20%,"60,649",14%,8
5/13/01,13,5,2001,The Invention Of Love,Lyceum,Play,"5,765",80%,"221,452",55%,8
5/13/01,13,5,2001,The Lion King,New Amsterdam,Musical,"14,507",101%,"1,005,330",101%,8
5/13/01,13,5,2001,The Music Man,Neil Simon,Musical,"8,412",79%,"450,354",62%,8
5/13/01,13,5,2001,The Phantom Of The Opera,Majestic,Musical,"9,640",75%,"585,463",79%,8
5/13/01,13,5,2001,The Producers,St. James,Musical,"13,546",99%,"1,020,544",100%,8
5/13/01,13,5,2001,The Rocky Horror Show,Circle In The Square,Musical,"4,037",73%,"180,785",41%,8
5/13/01,13,5,2001,The Search For Signs Of Intelligent Life In The Universe 00,Booth,Play,"3,234",60%,"132,812",42%,7
5/13/01,13,5,2001,The Tale Of The Allergist'S Wife,Ethel Barrymore,Play,"6,347",76%,"306,196",62%,8
5/20/01,20,5,2001,42Nd Street '01,Ford Center,Musical,"12,175",83%,"677,755",67%,8
5/20/01,20,5,2001,A Class Act,Ambassador,Musical,"3,704",42%,"149,702",25%,8
5/20/01,20,5,2001,Aida,Palace,Musical,"13,155",97%,"850,806",92%,8
5/20/01,20,5,2001,Annie Get Your Gun,Marquis,Musical,"11,727",92%,"798,150",101%,8
5/20/01,20,5,2001,Beauty And The Beast,Lunt-Fontanne,Musical,"10,913",90%,"598,910",78%,8
5/20/01,20,5,2001,Bells Are Ringing,Plymouth,Musical,"4,105",50%,"242,173",40%,8
5/20/01,20,5,2001,Blast!,Broadway,Musical,"8,725",65%,"380,529",42%,8
5/20/01,20,5,2001,Cabaret 98,Studio 54 ('98),Musical,"6,544",89%,"411,626",73%,8
5/20/01,20,5,2001,Chicago,Shubert,Musical,"7,067",61%,"410,904",51%,8
5/20/01,20,5,2001,Contact,Vivian Beaumont,Musical,"7,821",92%,"510,844",78%,8
5/20/01,20,5,2001,Follies,Belasco,Musical,"6,975",88%,"372,307",75%,8
5/20/01,20,5,2001,Fosse,Broadhurst,Musical,"6,731",74%,"380,230",57%,8
5/20/01,20,5,2001,George Gershwin Alone,Helen Hayes,Play,"2,037",43%,"79,812",25%,8
5/20/01,20,5,2001,Jane Eyre,Brooks Atkinson,Musical,"5,261",64%,"243,549",41%,8
5/20/01,20,5,2001,King Hedley Ii,Virginia,Play,"6,314",63%,"240,060",43%,8
5/20/01,20,5,2001,"Kiss Me, Kate",Martin Beck,Musical,"8,418",74%,"511,070",66%,8
5/20/01,20,5,2001,Les Miserables,Imperial,Musical,"9,626",85%,"471,207",78%,8
5/20/01,20,5,2001,One Flew Over The Cuckoo'S Nest,Royale,Play,"5,793",80%,"335,930",76%,7
5/20/01,20,5,2001,Proof,Walter Kerr,Play,"6,595",89%,"361,295",85%,8
5/20/01,20,5,2001,Rent,Nederlander,Musical,"7,516",80%,"377,329",71%,8
5/20/01,20,5,2001,Riverdance,Gershwin,Musical,"11,926",77%,"506,635",51%,8
5/20/01,20,5,2001,Seussical,Richard Rodgers,Musical,"7,039",65%,"312,271",41%,8
5/20/01,20,5,2001,Stones In His Pockets,Golden,Play,"4,342",68%,"232,639",64%,8
5/20/01,20,5,2001,The Dinner Party,Music Box,Play,"6,078",74%,"310,665",72%,8
5/20/01,20,5,2001,The Full Monty,Eugene O'Neill,Musical,"8,053",93%,"540,720",86%,8
5/20/01,20,5,2001,The Invention Of Love,Lyceum,Play,"6,364",88%,"241,990",60%,8
5/20/01,20,5,2001,The Lion King,New Amsterdam,Musical,"14,499",101%,"1,004,297",101%,8
5/20/01,20,5,2001,The Music Man,Neil Simon,Musical,"8,713",82%,"527,326",72%,8
5/20/01,20,5,2001,The Phantom Of The Opera,Majestic,Musical,"10,623",83%,"643,172",87%,8
5/20/01,20,5,2001,The Producers,St. James,Musical,"13,579",99%,"1,024,581",100%,8
5/20/01,20,5,2001,The Rocky Horror Show,Circle In The Square,Musical,"4,379",80%,"180,311",41%,8
5/20/01,20,5,2001,The Search For Signs Of Intelligent Life In The Universe 00,Booth,Play,"3,886",72%,"172,538",55%,7
5/20/01,20,5,2001,The Tale Of The Allergist'S Wife,Ethel Barrymore,Play,"7,047",84%,"337,777",69%,8
5/27/01,27,5,2001,42Nd Street '01,Ford Center,Musical,"12,778",87%,"731,127",72%,8
5/27/01,27,5,2001,A Class Act,Ambassador,Musical,"3,594",41%,"158,418",27%,8
5/27/01,27,5,2001,Aida,Palace,Musical,"13,673",101%,"896,515",96%,8
5/27/01,27,5,2001,Annie Get Your Gun,Marquis,Musical,"11,883",93%,"801,697",101%,8
5/27/01,27,5,2001,Beauty And The Beast,Lunt-Fontanne,Musical,"11,464",95%,"669,633",88%,8
5/27/01,27,5,2001,Bells Are Ringing,Plymouth,Musical,"4,207",51%,"242,836",40%,8
5/27/01,27,5,2001,Blast!,Broadway,Musical,"10,214",76%,"424,603",47%,8
5/27/01,27,5,2001,Cabaret 98,Studio 54 ('98),Musical,"6,332",86%,"430,226",77%,8
5/27/01,27,5,2001,Chicago,Shubert,Musical,"8,610",74%,"509,524",64%,8
5/27/01,27,5,2001,Contact,Vivian Beaumont,Musical,"6,650",78%,"478,606",73%,8
5/27/01,27,5,2001,Follies,Belasco,Musical,"6,792",85%,"374,248",76%,8
5/27/01,27,5,2001,Fosse,Broadhurst,Musical,"8,280",91%,"443,606",66%,8
5/27/01,27,5,2001,George Gershwin Alone,Helen Hayes,Play,"2,077",43%,"78,734",25%,8
5/27/01,27,5,2001,Jane Eyre,Brooks Atkinson,Musical,"6,029",74%,"251,418",42%,8
5/27/01,27,5,2001,King Hedley Ii,Virginia,Play,"6,562",65%,"245,012",43%,8
5/27/01,27,5,2001,"Kiss Me, Kate",Martin Beck,Musical,"8,651",76%,"515,136",67%,8
5/27/01,27,5,2001,Les Miserables,Imperial,Musical,"10,283",91%,"480,738",80%,8
5/27/01,27,5,2001,One Flew Over The Cuckoo'S Nest,Royale,Play,"5,611",77%,"336,403",76%,7
5/27/01,27,5,2001,Proof,Walter Kerr,Play,"6,796",92%,"373,885",87%,8
5/27/01,27,5,2001,Rent,Nederlander,Musical,"8,804",93%,"444,408",84%,8
5/27/01,27,5,2001,Riverdance,Gershwin,Musical,"12,581",82%,"534,345",54%,8
5/27/01,27,5,2001,Stones In His Pockets,Golden,Play,"4,496",70%,"233,286",65%,8
5/27/01,27,5,2001,The Dinner Party,Music Box,Play,"6,256",76%,"318,738",74%,8
5/27/01,27,5,2001,The Full Monty,Eugene O'Neill,Musical,"8,431",97%,"554,762",88%,8
5/27/01,27,5,2001,The Invention Of Love,Lyceum,Play,"6,632",92%,"249,148",62%,8
5/27/01,27,5,2001,The Lion King,New Amsterdam,Musical,"14,507",101%,"1,005,132",101%,8
5/27/01,27,5,2001,The Music Man,Neil Simon,Musical,"8,659",81%,"522,577",71%,8
5/27/01,27,5,2001,The Phantom Of The Opera,Majestic,Musical,"11,675",91%,"709,949",96%,8
5/27/01,27,5,2001,The Producers,St. James,Musical,"13,502",99%,"1,020,743",100%,8
5/27/01,27,5,2001,The Rocky Horror Show,Circle In The Square,Musical,"5,383",98%,"210,186",48%,8
5/27/01,27,5,2001,The Tale Of The Allergist'S Wife,Ethel Barrymore,Play,"6,796",81%,"324,205",66%,8
6/3/01,3,6,2001,42Nd Street '01,Ford Center,Musical,"11,321",77%,"628,672",62%,8
6/3/01,3,6,2001,A Class Act,Ambassador,Musical,"2,736",31%,"117,384",20%,8
6/3/01,3,6,2001,Aida,Palace,Musical,"12,279",91%,"799,168",86%,8
6/3/01,3,6,2001,Annie Get Your Gun,Marquis,Musical,"10,631",83%,"722,463",91%,8
6/3/01,3,6,2001,Beauty And The Beast,Lunt-Fontanne,Musical,"11,021",91%,"588,253",77%,8
6/3/01,3,6,2001,Bells Are Ringing,Plymouth,Musical,"3,789",46%,"187,184",31%,8
6/3/01,3,6,2001,Blast!,Broadway,Musical,"10,246",76%,"410,011",45%,8
6/3/01,3,6,2001,Cabaret 98,Studio 54 ('98),Musical,"6,035",82%,"391,880",70%,8
6/3/01,3,6,2001,Chicago,Shubert,Musical,"6,691",57%,"370,599",46%,8
6/3/01,3,6,2001,Contact,Vivian Beaumont,Musical,"5,571",65%,"384,914",59%,8
6/3/01,3,6,2001,Follies,Belasco,Musical,"6,440",81%,"367,317",74%,8
6/3/01,3,6,2001,Fosse,Broadhurst,Musical,"5,647",62%,"274,847",41%,8
6/3/01,3,6,2001,George Gershwin Alone,Helen Hayes,Play,"1,652",35%,"67,962",21%,8
6/3/01,3,6,2001,Jane Eyre,Brooks Atkinson,Musical,"3,825",47%,"134,800",23%,8
6/3/01,3,6,2001,King Hedley Ii,Virginia,Play,"5,450",54%,"194,018",34%,8
6/3/01,3,6,2001,"Kiss Me, Kate",Martin Beck,Musical,"7,177",63%,"411,624",53%,8
6/3/01,3,6,2001,Les Miserables,Imperial,Musical,"9,524",84%,"453,530",75%,8
6/3/01,3,6,2001,One Flew Over The Cuckoo'S Nest,Royale,Play,"5,550",76%,"308,636",69%,7
6/3/01,3,6,2001,Proof,Walter Kerr,Play,"6,454",87%,"338,638",79%,8
6/3/01,3,6,2001,Rent,Nederlander,Musical,"7,322",77%,"353,263",67%,8
6/3/01,3,6,2001,Riverdance,Gershwin,Musical,"8,071",52%,"341,717",35%,8
6/3/01,3,6,2001,Stones In His Pockets,Golden,Play,"3,487",54%,"181,574",50%,8
6/3/01,3,6,2001,The Dinner Party,Music Box,Play,"4,979",61%,"253,892",59%,8
6/3/01,3,6,2001,The Full Monty,Eugene O'Neill,Musical,"7,758",89%,"491,090",78%,8
6/3/01,3,6,2001,The Invention Of Love,Lyceum,Play,"4,327",68%,"189,974",54%,7
6/3/01,3,6,2001,The Lion King,New Amsterdam,Musical,"14,519",101%,"1,006,938",101%,8
6/3/01,3,6,2001,The Music Man,Neil Simon,Musical,"7,499",70%,"446,339",61%,8
6/3/01,3,6,2001,The Phantom Of The Opera,Majestic,Musical,"11,049",86%,"675,921",92%,8
6/3/01,3,6,2001,The Producers,St. James,Musical,"13,431",98%,"1,020,849",100%,8
6/3/01,3,6,2001,The Rocky Horror Show,Circle In The Square,Musical,"4,771",87%,"181,795",41%,8
6/3/01,3,6,2001,The Tale Of The Allergist'S Wife,Ethel Barrymore,Play,"5,899",70%,"274,850",56%,8
6/10/01,10,6,2001,42Nd Street '01,Ford Center,Musical,"13,097",89%,"806,381",80%,8
6/10/01,10,6,2001,A Class Act,Ambassador,Musical,"3,834",44%,"165,729",28%,8
6/10/01,10,6,2001,Aida,Palace,Musical,"12,957",96%,"867,025",93%,8
6/10/01,10,6,2001,Annie Get Your Gun,Marquis,Musical,"11,599",91%,"786,698",100%,8
6/10/01,10,6,2001,Beauty And The Beast,Lunt-Fontanne,Musical,"11,870",98%,"658,088",86%,8
6/10/01,10,6,2001,Bells Are Ringing,Plymouth,Musical,"4,653",57%,"229,651",38%,8
6/10/01,10,6,2001,Blast!,Broadway,Musical,"10,212",76%,"408,078",45%,8
6/10/01,10,6,2001,Cabaret 98,Studio 54 ('98),Musical,"6,373",87%,"390,449",70%,8
6/10/01,10,6,2001,Chicago,Shubert,Musical,"7,273",62%,"420,215",53%,8
6/10/01,10,6,2001,Contact,Vivian Beaumont,Musical,"6,513",76%,"426,095",65%,8
6/10/01,10,6,2001,Follies,Belasco,Musical,"7,047",89%,"371,710",75%,8
6/10/01,10,6,2001,Fosse,Broadhurst,Musical,"5,555",61%,"297,562",45%,8
6/10/01,10,6,2001,George Gershwin Alone,Helen Hayes,Play,"1,818",38%,"76,444",24%,8
6/10/01,10,6,2001,Jane Eyre,Brooks Atkinson,Musical,"4,582",56%,"184,423",31%,8
6/10/01,10,6,2001,King Hedley Ii,Virginia,Play,"4,740",47%,"177,481",32%,8
6/10/01,10,6,2001,"Kiss Me, Kate",Martin Beck,Musical,"7,311",64%,"423,167",55%,8
6/10/01,10,6,2001,Les Miserables,Imperial,Musical,"9,791",86%,"467,237",77%,8
6/10/01,10,6,2001,One Flew Over The Cuckoo'S Nest,Royale,Play,"6,353",87%,"357,497",80%,7
6/10/01,10,6,2001,Proof,Walter Kerr,Play,"7,083",96%,"391,579",92%,8
6/10/01,10,6,2001,Rent,Nederlander,Musical,"6,799",72%,"346,033",65%,8
6/10/01,10,6,2001,Riverdance,Gershwin,Musical,"8,997",58%,"401,131",41%,8
6/10/01,10,6,2001,Stones In His Pockets,Golden,Play,"3,627",56%,"188,025",52%,8
6/10/01,10,6,2001,The Dinner Party,Music Box,Play,"6,382",78%,"328,761",76%,8
6/10/01,10,6,2001,The Full Monty,Eugene O'Neill,Musical,"8,252",95%,"542,074",86%,8
6/10/01,10,6,2001,The Invention Of Love,Lyceum,Play,"5,039",70%,"218,438",54%,8
6/10/01,10,6,2001,The Lion King,New Amsterdam,Musical,"14,496",101%,"1,009,013",101%,8
6/10/01,10,6,2001,The Music Man,Neil Simon,Musical,"9,280",87%,"541,668",74%,8
6/10/01,10,6,2001,The Phantom Of The Opera,Majestic,Musical,"11,069",86%,"676,533",92%,8
6/10/01,10,6,2001,The Producers,St. James,Musical,"13,772",101%,"1,045,841",100%,8
6/10/01,10,6,2001,The Rocky Horror Show,Circle In The Square,Musical,"5,403",98%,"221,182",50%,8
6/10/01,10,6,2001,The Tale Of The Allergist'S Wife,Ethel Barrymore,Play,"7,258",87%,"342,767",70%,8
6/17/01,17,6,2001,42Nd Street '01,Ford Center,Musical,"13,343",91%,"873,776",87%,8
6/17/01,17,6,2001,Aida,Palace,Musical,"13,371",99%,"888,080",96%,8
6/17/01,17,6,2001,Annie Get Your Gun,Marquis,Musical,"12,309",96%,"864,818",109%,8
6/17/01,17,6,2001,Beauty And The Beast,Lunt-Fontanne,Musical,"11,705",97%,"657,154",86%,8
6/17/01,17,6,2001,Blast!,Broadway,Musical,"6,865",51%,"280,014",31%,8
6/17/01,17,6,2001,Cabaret 98,Studio 54 ('98),Musical,"6,145",83%,"380,295",68%,8
6/17/01,17,6,2001,Chicago,Shubert,Musical,"7,207",62%,"404,758",51%,8
6/17/01,17,6,2001,Contact,Vivian Beaumont,Musical,"6,843",80%,"433,929",66%,8
6/17/01,17,6,2001,Follies,Belasco,Musical,"7,271",91%,"383,379",78%,8
6/17/01,17,6,2001,Fosse,Broadhurst,Musical,"6,325",69%,"325,435",49%,8
6/17/01,17,6,2001,George Gershwin Alone,Helen Hayes,Play,"1,824",38%,"72,627",23%,8
6/17/01,17,6,2001,King Hedley Ii,Virginia,Play,"4,626",46%,"183,834",33%,8
6/17/01,17,6,2001,"Kiss Me, Kate",Martin Beck,Musical,"7,770",68%,"444,736",58%,8
6/17/01,17,6,2001,Les Miserables,Imperial,Musical,"9,484",84%,"464,538",77%,8
6/17/01,17,6,2001,Major Barbara,American Airlines,Play,"2,621",71%,"117,411",54%,0
6/17/01,17,6,2001,One Flew Over The Cuckoo'S Nest,Royale,Play,"6,987",84%,"388,795",76%,8
6/17/01,17,6,2001,Proof,Walter Kerr,Play,"7,105",96%,"402,141",94%,8
6/17/01,17,6,2001,Rent,Nederlander,Musical,"7,217",76%,"355,686",67%,8
6/17/01,17,6,2001,Riverdance,Gershwin,Musical,"8,971",58%,"405,269",41%,8
6/17/01,17,6,2001,Stones In His Pockets,Golden,Play,"3,624",56%,"183,748",51%,8
6/17/01,17,6,2001,The Dinner Party,Music Box,Play,"4,038",49%,"194,101",45%,8
6/17/01,17,6,2001,The Full Monty,Eugene O'Neill,Musical,"8,342",96%,"562,027",89%,8
6/17/01,17,6,2001,The Invention Of Love,Lyceum,Play,"5,429",75%,"229,161",57%,8
6/17/01,17,6,2001,The Lion King,New Amsterdam,Musical,"14,503",101%,"1,005,742",101%,8
6/17/01,17,6,2001,The Music Man,Neil Simon,Musical,"9,544",90%,"557,711",76%,8
6/17/01,17,6,2001,The Phantom Of The Opera,Majestic,Musical,"10,942",85%,"656,778",89%,8
6/17/01,17,6,2001,The Producers,St. James,Musical,"13,778",101%,"1,048,488",101%,8
6/17/01,17,6,2001,The Rocky Horror Show,Circle In The Square,Musical,"4,384",80%,"186,763",42%,8
6/17/01,17,6,2001,The Tale Of The Allergist'S Wife,Ethel Barrymore,Play,"7,107",85%,"332,137",67%,8
6/24/01,24,6,2001,42Nd Street '01,Ford Center,Musical,"12,780",87%,"870,100",86%,8
6/24/01,24,6,2001,Aida,Palace,Musical,"13,161",97%,"880,386",95%,8
6/24/01,24,6,2001,Annie Get Your Gun,Marquis,Musical,"11,890",93%,"821,599",104%,8
6/24/01,24,6,2001,Beauty And The Beast,Lunt-Fontanne,Musical,"11,790",98%,"670,129",88%,8
6/24/01,24,6,2001,Blast!,Broadway,Musical,"7,831",58%,"306,008",34%,8
6/24/01,24,6,2001,Cabaret 98,Studio 54 ('98),Musical,"6,240",85%,"380,532",68%,8
6/24/01,24,6,2001,Chicago,Shubert,Musical,"8,532",73%,"473,923",59%,8
6/24/01,24,6,2001,Contact,Vivian Beaumont,Musical,"6,996",82%,"459,671",70%,8
6/24/01,24,6,2001,Follies,Belasco,Musical,"7,365",93%,"390,136",79%,8
6/24/01,24,6,2001,Fosse,Broadhurst,Musical,"6,728",74%,"340,123",51%,8
6/24/01,24,6,2001,George Gershwin Alone,Helen Hayes,Play,"1,938",41%,"72,120",23%,8
6/24/01,24,6,2001,King Hedley Ii,Virginia,Play,"3,941",39%,"154,613",27%,8
6/24/01,24,6,2001,"Kiss Me, Kate",Martin Beck,Musical,"8,814",77%,"500,274",65%,8
6/24/01,24,6,2001,Les Miserables,Imperial,Musical,"8,664",76%,"445,861",74%,8
6/24/01,24,6,2001,Major Barbara,American Airlines,Play,"4,709",80%,"210,888",60%,0
6/24/01,24,6,2001,One Flew Over The Cuckoo'S Nest,Royale,Play,"5,107",61%,"271,562",53%,8
6/24/01,24,6,2001,Proof,Walter Kerr,Play,"7,073",96%,"396,457",93%,8
6/24/01,24,6,2001,Rent,Nederlander,Musical,"7,873",83%,"393,458",74%,8
6/24/01,24,6,2001,Riverdance,Gershwin,Musical,"9,883",64%,"453,576",46%,8
6/24/01,24,6,2001,Stones In His Pockets,Golden,Play,"4,149",65%,"198,865",55%,8
6/24/01,24,6,2001,The Dinner Party,Music Box,Play,"4,912",60%,"235,266",55%,8
6/24/01,24,6,2001,The Full Monty,Eugene O'Neill,Musical,"8,407",97%,"582,282",93%,8
6/24/01,24,6,2001,The Invention Of Love,Lyceum,Play,"6,200",86%,"259,172",64%,8
6/24/01,24,6,2001,The Lion King,New Amsterdam,Musical,"14,507",101%,"1,007,874",101%,8
6/24/01,24,6,2001,The Music Man,Neil Simon,Musical,"9,724",91%,"585,094",80%,8
6/24/01,24,6,2001,The Phantom Of The Opera,Majestic,Musical,"10,430",81%,"643,852",87%,8
6/24/01,24,6,2001,The Producers,St. James,Musical,"13,781",101%,"1,051,199",101%,8
6/24/01,24,6,2001,The Rocky Horror Show,Circle In The Square,Musical,"5,417",98%,"222,841",51%,8
6/24/01,24,6,2001,The Tale Of The Allergist'S Wife,Ethel Barrymore,Play,"7,665",92%,"361,857",74%,8
7/1/01,1,7,2001,42Nd Street '01,Ford Center,Musical,"12,928",88%,"871,664",86%,8
7/1/01,1,7,2001,Aida,Palace,Musical,"11,323",84%,"870,759",94%,8
7/1/01,1,7,2001,Annie Get Your Gun,Marquis,Musical,"9,336",73%,"486,185",62%,8
7/1/01,1,7,2001,Beauty And The Beast,Lunt-Fontanne,Musical,"11,701",97%,"641,579",84%,8
7/1/01,1,7,2001,Blast!,Broadway,Musical,"7,880",59%,"298,461",33%,8
7/1/01,1,7,2001,Cabaret 98,Studio 54 ('98),Musical,"6,614",90%,"361,159",64%,8
7/1/01,1,7,2001,Chicago,Shubert,Musical,"7,881",67%,"436,838",55%,8
7/1/01,1,7,2001,Contact,Vivian Beaumont,Musical,"6,780",79%,"427,458",65%,8
7/1/01,1,7,2001,Follies,Belasco,Musical,"7,280",91%,"381,278",77%,8
7/1/01,1,7,2001,Fosse,Broadhurst,Musical,"6,368",70%,"323,514",48%,8
7/1/01,1,7,2001,George Gershwin Alone,Helen Hayes,Play,"2,648",55%,"85,663",27%,8
7/1/01,1,7,2001,King Hedley Ii,Virginia,Play,"6,393",63%,"241,478",43%,8
7/1/01,1,7,2001,"Kiss Me, Kate",Martin Beck,Musical,"8,062",71%,"438,920",57%,8
7/1/01,1,7,2001,Les Miserables,Imperial,Musical,"8,952",79%,"446,632",74%,8
7/1/01,1,7,2001,Major Barbara,American Airlines,Play,"4,647",78%,"221,334",63%,0
7/1/01,1,7,2001,One Flew Over The Cuckoo'S Nest,Royale,Play,"6,711",81%,"335,161",66%,8
7/1/01,1,7,2001,Proof,Walter Kerr,Play,"6,993",95%,"391,818",92%,8
7/1/01,1,7,2001,Rent,Nederlander,Musical,"7,551",80%,"379,673",72%,8
7/1/01,1,7,2001,Riverdance,Gershwin,Musical,"10,284",67%,"457,456",46%,8
7/1/01,1,7,2001,Stones In His Pockets,Golden,Play,"3,893",61%,"172,799",48%,8
7/1/01,1,7,2001,The Dinner Party,Music Box,Play,"4,219",51%,"192,410",45%,8
7/1/01,1,7,2001,The Full Monty,Eugene O'Neill,Musical,"7,785",89%,"554,997",88%,8
7/1/01,1,7,2001,The Invention Of Love,Lyceum,Play,"6,989",96%,"299,018",74%,8
7/1/01,1,7,2001,The Lion King,New Amsterdam,Musical,"14,519",101%,"1,011,053",102%,8
7/1/01,1,7,2001,The Music Man,Neil Simon,Musical,"9,615",90%,"549,543",75%,8
7/1/01,1,7,2001,The Phantom Of The Opera,Majestic,Musical,"10,295",80%,"628,227",85%,8
7/1/01,1,7,2001,The Producers,St. James,Musical,"13,770",101%,"1,058,141",102%,8
7/1/01,1,7,2001,The Rocky Horror Show,Circle In The Square,Musical,"5,295",96%,"230,781",52%,8
7/1/01,1,7,2001,The Tale Of The Allergist'S Wife,Ethel Barrymore,Play,"7,327",88%,"332,818",68%,8
7/8/01,8,7,2001,42Nd Street '01,Ford Center,Musical,"12,151",83%,"802,126",79%,8
7/8/01,8,7,2001,A Thousand Clowns 01,Longacre,Play,"4,642",71%,"179,909",44%,0
7/8/01,8,7,2001,Aida,Palace,Musical,"12,350",91%,"819,140",88%,8
7/8/01,8,7,2001,Annie Get Your Gun,Marquis,Musical,"9,090",71%,"458,469",58%,8
7/8/01,8,7,2001,Beauty And The Beast,Lunt-Fontanne,Musical,"11,966",99%,"689,712",90%,8
7/8/01,8,7,2001,Blast!,Broadway,Musical,"7,637",57%,"293,141",32%,8
7/8/01,8,7,2001,Cabaret 98,Studio 54 ('98),Musical,"7,118",97%,"363,703",65%,8
7/8/01,8,7,2001,Chicago,Shubert,Musical,"9,221",79%,"474,523",59%,8
7/8/01,8,7,2001,Contact,Vivian Beaumont,Musical,"6,902",81%,"389,369",59%,8
7/8/01,8,7,2001,Follies,Belasco,Musical,"7,132",90%,"394,578",80%,8
7/8/01,8,7,2001,Fosse,Broadhurst,Musical,"8,470",93%,"407,820",61%,8
7/8/01,8,7,2001,George Gershwin Alone,Helen Hayes,Play,"1,985",42%,"69,869",22%,8
7/8/01,8,7,2001,"Kiss Me, Kate",Martin Beck,Musical,"8,630",76%,"434,080",56%,8
7/8/01,8,7,2001,Les Miserables,Imperial,Musical,"9,894",87%,"453,934",75%,8
7/8/01,8,7,2001,Major Barbara,American Airlines,Play,"4,670",79%,"208,810",60%,0
7/8/01,8,7,2001,One Flew Over The Cuckoo'S Nest,Royale,Play,"5,734",92%,"260,111",66%,6
7/8/01,8,7,2001,Proof,Walter Kerr,Play,"6,629",90%,"361,901",85%,8
7/8/01,8,7,2001,Rent,Nederlander,Musical,"8,131",86%,"397,544",75%,8
7/8/01,8,7,2001,Riverdance,Gershwin,Musical,"9,962",65%,"425,162",43%,8
7/8/01,8,7,2001,Stones In His Pockets,Golden,Play,"4,326",67%,"169,353",47%,8
7/8/01,8,7,2001,The Dinner Party,Music Box,Play,"4,513",55%,"197,206",46%,8
7/8/01,8,7,2001,The Full Monty,Eugene O'Neill,Musical,"7,615",87%,"492,110",78%,8
7/8/01,8,7,2001,The Lion King,New Amsterdam,Musical,"14,516",101%,"1,017,890",102%,8
7/8/01,8,7,2001,The Music Man,Neil Simon,Musical,"9,777",92%,"520,716",71%,8
7/8/01,8,7,2001,The Phantom Of The Opera,Majestic,Musical,"10,561",82%,"588,899",80%,8
7/8/01,8,7,2001,The Producers,St. James,Musical,"13,676",100%,"1,066,348",102%,8
7/8/01,8,7,2001,The Rocky Horror Show,Circle In The Square,Musical,"5,300",96%,"237,348",54%,8
7/8/01,8,7,2001,The Tale Of The Allergist'S Wife,Ethel Barrymore,Play,"6,416",77%,"292,705",59%,8
7/15/01,15,7,2001,42Nd Street '01,Ford Center,Musical,"12,677",86%,"863,872",86%,8
7/15/01,15,7,2001,A Thousand Clowns 01,Longacre,Play,"4,787",62%,"194,499",41%,6
7/15/01,15,7,2001,Aida,Palace,Musical,"12,662",93%,"859,835",92%,8
7/15/01,15,7,2001,Annie Get Your Gun,Marquis,Musical,"9,056",71%,"456,193",58%,8
7/15/01,15,7,2001,Beauty And The Beast,Lunt-Fontanne,Musical,"11,732",97%,"679,175",89%,8
